address,lat,lng,price,bed,bath,sqft,lotSize,property_type,property_style,year_built
"60 Walter Havill Drive Unit 609 Dr #609 Halifax, NS B3N 0A9",44.631935,-63.633682,469900.0,2.0,2.0,0,,Single Family,,2011.0
"23 White Dove Ct Halifax, NS B3N 3G5",44.630405,-63.627174,689900.0,4.0,4.0,0,5057.0,Single Family,,2004.0
"466 St Margarets Bay Rd Halifax, NS B3N 1K2",44.637878,-63.629398,550000.0,4.0,3.0,0,5850.0,Single Family,,
"38 Stone Gate Dr Halifax, NS B3N 3J2",44.63612,-63.6357,880000.0,5.0,4.0,0,4892.0,Single Family,,2002.0
"60 Walter Havill Drive Unit 1010 Dr #1010 Halifax, NS B3N 0A9",44.631935,-63.633682,514900.0,2.0,2.0,0,,Single Family,,2011.0
"44 Rosedale Ave Halifax, NS B3N 2J3",44.653694,-63.635773,569900.0,3.0,2.0,0,4848.0,Single Family,2 Level,1948.0
"71 Walter Havill Dr Halifax, NS B3N 3L8",44.632984,-63.632515,824900.0,5.0,4.0,0,4008.0,Single Family,,2007.0
"20 Pleasant St Truro, NS B3N 3R6",44.668831,-63.561909,320000.0,,,0,5218.0,Multifamily,,
"148 Melrose Ave Halifax, NS B3N 2E7",44.64944,-63.639132,1150000.0,,,0,8481.0,Multifamily,,1952.0
"99 Anchor Dr Halifax, NS B3N 3B9",44.638519,-63.615749,1225000.0,3.0,3.0,0,,Single Family,,1998.0
"1218 St Margarets Bay Rd Beechville, NS B3N 1J8",44.636139,-63.68504,78888.0,,,0,5001.0,Land,,
"11 Melwood Ave Halifax, NS B3N 1E4",44.637314,-63.621613,1274900.0,,,0,7200.0,Multifamily,,
"71 Anchor Dr Halifax, NS B3N 3B9",44.637905,-63.615948,1500000.0,3.0,4.0,0,2831.0,Single Family,3 Level,1996.0
"120 Lier Rdg Halifax, NS B3P 0C6",44.60767,-63.603775,599000.0,3.0,4.0,0,4169.0,Single Family,,2021.0
"7 Saraguay Pl Halifax, NS B3P 2N9",44.622078,-63.599308,1149900.0,4.0,4.0,0,12136.0,Single Family,,1984.0
"3080 Purcells Cove Rd Halifax, NS B3P 1B6",44.607807,-63.566868,1250000.0,4.0,4.0,0,9317.0,Single Family,,
"18 Keefe Dr Halifax, NS B3P 2J1",44.613434,-63.573063,2790000.0,3.0,3.0,0,123362.0,Single Family,Bungalow,1998.0
"9 Boulderwood Rd Halifax, NS B3P 2J3",44.624718,-63.587872,3295000.0,4.0,4.0,0,17711.0,Single Family,,2013.0
"135 Titanium Cres Halifax, NS B3P 0J3",44.603851,-63.597935,579900.0,4.0,4.0,0,3302.0,Single Family,,2019.0
"46 Cavendish Rd Halifax, NS B3P 2J7",44.628704,-63.618835,379900.0,2.0,2.0,0,,Single Family,,1973.0
"6 Inverness Ave Halifax, NS B3P 1X5",44.627968,-63.608181,649900.0,3.0,2.0,0,7200.0,Single Family,Bungalow,1952.0
"462 Alabaster Way Halifax, NS B3P 0H4",44.602222,-63.598293,649900.0,3.0,4.0,0,3507.0,Single Family,3 Level,2020.0
"33 Abbey Rd Halifax, NS B3P 2L5",44.627003,-63.621334,389900.0,3.0,2.0,0,,Single Family,,1975.0
"17 Onyx Cres Halifax, NS B3P 0H5",44.604046,-63.60022,599000.0,3.0,4.0,0,3419.0,Single Family,,2020.0
"162 Titanium Cres Halifax, NS B3P 0J3",44.603168,-63.597221,579900.0,4.0,4.0,0,4308.0,Single Family,,2019.0
"225 Alabaster Way Halifax, NS B3P 0C6",44.606941,-63.600552,644900.0,3.0,3.0,0,4522.0,Single Family,,
"2797 Purcells Cove Rd Halifax, NS B3P 2G2",44.61227,-63.574795,699000.0,2.0,3.0,0,11112.0,Single Family,,
"184 Herring Cove Rd Halifax, NS B3P 1K7",44.624962,-63.616756,484000.0,3.0,2.0,0,4439.0,Single Family,5 Level,1986.0
"11 Danforth Rd Halifax, NS B3P 2V1",44.611938,-63.608219,479000.0,3.0,3.0,0,3781.0,Single Family,3 Level,2003.0
"8 Abbey Rd Halifax, NS B3P 2L4",44.626526,-63.621254,345000.0,3.0,1.0,0,,Single Family,2 Level,1978.0
"8 Birchview Dr Halifax, NS B3P 2N1",44.619377,-63.606049,789900.0,3.0,3.0,0,7078.0,Single Family,Contemporary,1970.0
"5 Old Sambro Rd Halifax, NS B3P 1Z1",44.620728,-63.617985,199900.0,,,0,174053.0,Land,,
"15 Winchester Ave Halifax, NS B3P 2C9",44.631458,-63.617252,545000.0,3.0,2.0,0,5144.0,Single Family,,1931.0
"5 Margate Dr Halifax, NS B3P 1N7",44.630935,-63.619587,695000.0,,,0,7501.0,Other,,1943.0
"2 Mont St Halifax, NS B3P 1N4",44.622692,-63.618595,1275000.0,,,0,7797.0,Other,,2016.0
"13 Melvin Rd Halifax, NS B3P 2H5",44.618019,-63.575825,1250000.0,2.0,2.0,0,5249.0,Single Family,,2008.0
"Lot C Purcells Cove Road Halifax, NS B3P 1C4",44.623661,-63.594139,299900.0,,,0,5005.0,Land,,
"20 Colindale St Halifax, NS B3P 2A2",44.628998,-63.611687,679900.0,4.0,2.0,0,11252.0,Single Family,4 Level,1959.0
"7 Brick Ln Halifax, NS B3P 0G4",44.606754,-63.601513,724900.0,3.0,4.0,0,5092.0,Single Family,,2024.0
"Lot Be-24 Battery Drive Purcell's Cove, NS B3P 2G7",44.608339,-63.566074,249900.0,,,0,4909.0,Land,,
"69 Inverness Ave Halifax, NS B3P 1X6",44.62318,-63.612251,535000.0,3.0,2.0,0,22250.0,Single Family,4 Level,1975.0
"2270 348 Purcells Cove Rd Halifax, NS B3P 1C7",44.622841,-63.585907,2670000.0,4.0,5.0,0,61707.0,Single Family,,2000.0
"231 Alabaster Way Halifax, NS B3P 0E9",44.606812,-63.600666,699900.0,3.0,4.0,0,5123.0,Single Family,,
"235 Alabaster Way Halifax, NS B3P 0E9",44.606739,-63.600777,699900.0,3.0,4.0,0,5127.0,Single Family,,
"241 Alabaster Way Halifax, NS B3P 0E9",44.606651,-63.600876,699900.0,3.0,4.0,0,5118.0,Single Family,,
"1 Shaw Cres Halifax, NS B3P 1V2",44.62981,-63.606609,745000.0,4.0,2.0,0,7501.0,Single Family,,1962.0
"92 Darjeeling Dr Halifax, NS B3P 0K1",44.624714,-63.622185,649900.0,3.0,4.0,0,2200.0,Single Family,,2020.0
"23 Brick Ln Halifax, NS B3P 0G4",44.607067,-63.601082,724900.0,3.0,4.0,0,5136.0,Single Family,,
"18 Hilden Dr Halifax, NS B3R 1K2",44.603065,-63.612347,459900.0,3.0,2.0,0,3707.0,Single Family,3 Level,1967.0
"53 Hilden Dr Halifax, NS B3R 1K2",44.602493,-63.613869,608000.0,4.0,4.0,0,3476.0,Single Family,,2020.0
"117 Thornhill Dr Halifax, NS B3R 2J4",44.606819,-63.616905,495000.0,3.0,2.0,0,6011.0,Single Family,,1979.0
"50 Keepsake Crescent #96a Halifax, NS B3R 0G3",44.601242,-63.603191,639900.0,4.0,4.0,0,4887.0,Single Family,3 Level,
"114 Grindstone Dr Halifax, NS B3R 0A6",44.603516,-63.623478,649000.0,4.0,4.0,0,5005.0,Single Family,,2009.0
"3 Rockingstone Rd #b Halifax, NS B3R 2C7",44.609051,-63.624523,649900.0,3.0,3.0,0,6900.0,Single Family,3 Level,
"95 Golden Way Halifax, NS B3R 1X4",44.599548,-63.600868,560000.0,3.0,3.0,0,3119.0,Single Family,Bungalow,2021.0
"8 Woodcrest Ave Halifax, NS B3R 1C1",44.593204,-63.598854,525000.0,4.0,1.0,0,11164.0,Single Family,2 Level,1951.0
"3 Rockingstone Rd #a Halifax, NS B3R 2C7",44.609051,-63.624523,649900.0,3.0,3.0,0,7078.0,Single Family,3 Level,
"3 Herring Cove Rd HERRING COVE, NS B3R 1Z6",0.0,0.0,288000.0,,,0,13011.0,Land,,
"91 Glen Baker Dr Herring Cove, NS B3R 0E1",44.579372,-63.575699,784900.0,3.0,4.0,0,6726.0,Single Family,,2020.0
"Lot 31b 51 Berm Street Herring Cove, NS B3R 0H2",44.593925,-63.623409,629900.0,4.0,4.0,0,2500.0,Single Family,,
"71 Norawarren Dr Halifax, NS B3R 1Z6",44.575562,-63.571815,774900.0,4.0,3.0,0,9239.0,Single Family,Bungalow,
"Spencer Avenue Halifax, NS B3R 1T1",44.617069,-63.620266,160000.0,,,0,6120.0,Land,,
"16 Tayberry Courthalifax Halifax, NS B3S 1L1",44.670441,-63.673862,549000.0,3.0,4.0,0,3415.0,Single Family,,
"279 Bently Dr Halifax, NS B3S 0A9",44.648529,-63.650311,879000.0,3.0,4.0,0,2666.0,Single Family,,2010.0
"7 Heathside Cres Halifax, NS B3S 1G3",44.673412,-63.675129,636900.0,4.0,3.0,0,4095.0,Single Family,,1995.0
"512 Parkland Drive Unit 407 Dr #407 Halifax, NS B3S 1N1",44.672161,-63.67675,415000.0,2.0,2.0,0,,Single Family,,2001.0
"429 Parkland Drive Unit 501 Dr #501 Halifax, NS B3S 1L3",44.669216,-63.675037,474900.0,2.0,2.0,0,,Single Family,,2002.0
"11 Viewcrest Dr Halifax, NS B3S 0G6",44.6479,-63.65641,894900.0,3.0,4.0,0,57177.0,Single Family,,
"9 Viewcrest Dr Halifax, NS B3S 0G6",44.647949,-63.656448,889900.0,3.0,4.0,0,57177.0,Single Family,,
"23 Grebe Ave Timberlea, NS B3T 1J1",44.675842,-63.780144,1599900.0,4.0,3.0,0,215361.0,Single Family,Bungalow,2008.0
"89 Tuscany Run Timberlea, NS B3T 0L2",44.640312,-63.724075,899000.0,4.0,3.0,0,5110.0,Single Family,Bungalow,2024.0
"27 Cove Rd Prospect, NS B3T 2B2",44.469978,-63.787781,499900.0,3.0,2.0,0,24372.0,Single Family,,
"147 Brunello Blvd 8 09 Blvd Brunello Estates, NS B3T 0J3",44.643723,-63.723324,769900.0,4.0,4.0,0,3951.0,Single Family,,
"26 Terence Bay Rd Whites Lake, NS B3T 1W8",44.527565,-63.759293,629900.0,4.0,3.0,0,84942.0,Single Family,,
"28 Chardonnay Ct Timberlea, NS B3T 0J4",44.640221,-63.722858,724900.0,3.0,4.0,0,4138.0,Single Family,,2022.0
"200 Higgins Ave Beechville, NS B3T 1A7",44.640026,-63.679508,659000.0,4.0,4.0,0,3999.0,Single Family,,
"Lot 104 Burkes Road Prospect Bay, NS B3T 2B4",0.0,0.0,79000.0,,,0,29351.0,Land,,
"Highway 333 Glen Margaret, NS B3T 1R8",0.0,0.0,55000.0,,,0,19001.0,Land,,
"1 Gough Close Beechville, NS B3T 0B0",44.589504,-63.745678,685000.0,4.0,3.0,0,4670.0,Single Family,,
"1517 Prospect Bay Rd Halifax, NS B3T 2B2",44.471756,-63.791405,349900.0,4.0,1.0,0,5998.0,Single Family,,
"49 Chardonnay Ct Timberlea, NS B3T 0L4",44.639912,-63.723076,689900.0,3.0,4.0,0,7836.0,Single Family,,2021.0
"35 Prospect River Ct Hatchet Lake, NS B3T 1R8",44.565891,-63.744324,899900.0,4.0,3.0,0,94098.0,Single Family,,1997.0
"42 Grosse St Beechville, NS B3T 0M6",44.637676,-63.678207,699900.0,4.0,4.0,0,3790.0,Single Family,,2023.0
"14 Greendale Ct Timberlea, NS B3T 1J6",44.659904,-63.747894,499999.0,4.0,2.0,0,7762.0,Single Family,Bungalow,1979.0
"Lot 305 Hideaway Trail Brookside, NS B3T 0M2",44.529247,-63.710228,689900.0,4.0,3.0,0,71312.0,Single Family,,2018.0
"44 Sienna Ct Timberlea, NS B3T 0E3",44.642773,-63.712521,697000.0,3.0,4.0,0,4583.0,Single Family,,2020.0
"20 Wanders Way Timberlea, NS B3T 0L2",0.0,0.0,889000.0,4.0,4.0,0,5462.0,Single Family,,
"1470 Prospect Rd Hatchet Lake, NS B3T 1P7",44.585469,-63.702699,399900.0,3.0,1.0,0,17999.0,Single Family,,1972.0
"276 Club Rd Brookside, NS B3T 1R3",44.55994,-63.714462,529900.0,3.0,1.0,0,75359.0,Single Family,Cape Cod,2005.0
"Lot Lm12 Rosalie Avenue Prospect Bay, NS B3T 1Z8",44.512531,-63.78196,117500.0,,,0,87120.0,Land,,
"5 Gough Close Beechville, NS B3T 0B0",44.589504,-63.745678,685000.0,4.0,3.0,0,3781.0,Single Family,,
"12 Shiloh Dr Hatchet Lake, NS B3T 1V4",44.551624,-63.737091,525000.0,5.0,2.0,0,53457.0,Single Family,Bungalow,1990.0
"2034 Lower Prospect Rd Lower Prospect, NS B3T 1Y8",44.456467,-63.725101,699000.0,2.0,2.0,0,162479.0,Single Family,,
"7 Burkes Rd Shad Bay, NS B3T 2B4",44.520885,-63.780315,470000.0,4.0,3.0,0,121267.0,Single Family,,1954.0
"164 Higgins Avenue Unit 2002a Ave #2002a Beechville, NS B3T 0N3",44.640026,-63.679508,629900.0,5.0,4.0,0,4495.0,Single Family,,
"465 Prospect Bay Rd Prospect Bay, NS B3T 1Z8",44.508564,-63.780586,480000.0,4.0,3.0,0,55705.0,Single Family,,1998.0
"8 Cabernet Ct Timberlea, NS B3T 0E4",44.64304,-63.713524,565000.0,3.0,3.0,0,2239.0,Single Family,Bungalow,2014.0
"79 Tuscany Run Brunello Estates, NS B3T 0L3",0.0,0.0,999900.0,5.0,4.0,0,4896.0,Single Family,,2023.0
"31 Tuscany Run Timberlea, NS B3T 0L2",44.641083,-63.722294,849900.0,4.0,3.0,0,6974.0,Single Family,,2022.0
"3 Clearwater Drive #1 Timberlea, NS B3T 1C3",44.651054,-63.722668,134900.0,,,0,80150.0,Land,,
"407 Marketway Ln Timberlea, NS B3T 0K9",44.641632,-63.71946,729900.0,3.0,4.0,0,4103.0,Single Family,,2021.0
"2571 St Margarets Bay Rd Timberlea, NS B3T 1H2",44.663109,-63.746021,699900.0,4.0,3.0,0,27926.0,Single Family,,1954.0
"255 Maple Grove Ave Timberlea, NS B3T 1B8",44.644928,-63.717861,768500.0,4.0,4.0,0,9278.0,Single Family,,2019.0
"1112 Terence Bay Rd Terence Bay, NS B3T 1X5",44.491367,-63.729897,1395000.0,5.0,3.0,0,56371.0,Single Family,"2 Level,Bungalow",1997.0
"6-173 287 Marketway Ln Timberlea, NS B3T 0K9",44.639748,-63.722023,799900.0,4.0,4.0,0,4696.0,Single Family,,
"8-58 108 Provence Way Timberlea, NS B3T 0K9",0.0,0.0,759000.0,3.0,4.0,0,4282.0,Single Family,,
"8-60 122 Provence Way Timberlea, NS B3T 0K9",44.646473,-63.725685,689900.0,3.0,3.0,0,4652.0,Single Family,2 Level,
"34 Balsam St Halifax, NS B3T 1A2",44.635639,-63.691769,130000.0,,,0,9592.0,Land,,
"149 Westridge Rd Hatchet Lake, NS B3T 2C8",44.570736,-63.709454,749900.0,3.0,3.0,0,53056.0,Single Family,Bungalow,2007.0
"6-101 126 Tuscany Run Timberlea, NS B3T 0L3",44.639378,-63.723728,699900.0,3.0,4.0,0,3402.0,Single Family,,
"48 Higgins Ave Beechville, NS B3T 0M4",44.63726,-63.679546,745000.0,4.0,4.0,0,5031.0,Single Family,,2022.0
"1 Round Tuit Rd Whites Lake, NS B3T 1W2",44.531376,-63.751755,899999.0,3.0,3.0,0,40302.0,Single Family,2 Level,1991.0
"Roger Power Island LOWER PROSPECT, NS B3T 1Y8",0.0,0.0,298000.0,,,0,131116.0,Land,,
"143 Tuscany Run Timberlea, NS B3T 0L3",44.64093,-63.723747,944900.0,4.0,4.0,0,8873.0,Single Family,,
"199 Club Rd Hatchet Lake, NS B3T 1R2",44.564034,-63.713638,140000.0,,,0,15002.0,Single Family,Bungalow,1972.0
"229 Surf Dr Whites Lake, NS B3T 1W8",44.520016,-63.754677,109900.0,,,0,52499.0,Land,,
"2133 Lower Prospect Rd Lower Prospect, NS B3T 1Y8",44.45332,-63.72789,600000.0,3.0,2.0,0,23496.0,Single Family,Cape Cod,1956.0
"115 Hargrove Ln Whites Lake, NS B3T 0H8",44.52177,-63.76297,779900.0,4.0,3.0,0,59804.0,Single Family,2 Level,
"Lot 101 Prospect Bay Road PROSPECT BAY, NS B3T 1Z4",0.0,0.0,130000.0,,,0,46526.0,Land,,
"Lot 103 Prospect Bay Road PROSPECT BAY, NS B3T 1Z4",0.0,0.0,140000.0,,,0,89908.0,Land,,
"Lot 102 Prospect Bay Road PROSPECT BAY, NS B3T 1Z4",0.0,0.0,135000.0,,,0,64107.0,Land,,
"92 Brunello Blvd Timberlea, NS B3T 0J4",44.643799,-63.721397,829900.0,4.0,4.0,0,4347.0,Single Family,3 Level,
"88 Brunello Blvd Timberlea, NS B3T 0J4",44.64386,-63.721294,829900.0,4.0,4.0,0,4434.0,Single Family,3 Level,
"201 Terence Bay Rd Whites Lake, NS B3T 1W8",44.521957,-63.754097,487500.0,3.0,2.0,0,18321.0,Single Family,2 Level,
"Back Bay Road TERENCE BAY, NS B3T 1Y1",0.0,0.0,375000.0,,,0,4391676.0,Land,,
"71 Tuscany Run Timberlea, NS B3T 0L2",44.641083,-63.722294,1195000.0,5.0,5.0,0,6090.0,Single Family,,
"3059 Prospect Rd PROSPECT, NS B3T 1W2",44.53351,-63.75053,219000.0,,,0,68398.0,Land,,
"2063 Granite Ter Beechville, NS B3T 0N3",44.589504,-63.745678,689900.0,4.0,4.0,0,,Single Family,,
"190 Goldeneye Dr Timberlea, NS B3T 0E6",44.681492,-63.775272,1899999.0,4.0,5.0,0,116257.0,Single Family,Bungalow,2017.0
"259 Marketway Ln 6 82 Ln Timberlea, NS B3T 0K9",44.639156,-63.722111,739900.0,3.0,4.0,0,3576.0,Single Family,,
"149 Tuscany Run 6 140 #6 140 Timberlea, NS B3T 0L3",44.639198,-63.723232,899900.0,4.0,3.0,0,5619.0,Single Family,Bungalow,
"21 Indian Point Rd Prospect Village, NS B3T 2B2",44.471008,-63.792274,959900.0,3.0,2.0,0,34412.0,Single Family,Bungalow,2023.0
"Lot 6 Terence Bay Road Terence Bay, NS B3T 1X2",0.0,0.0,99900.0,,,0,121620.0,Land,,
"Lot 1 Terence Bay Road Terence Bay, NS B3T 1X2",0.0,0.0,99900.0,,,0,134766.0,Land,,
"Lot 2 Terence Bay Road Terence Bay, NS B3T 1X2",0.0,0.0,99900.0,,,0,150853.0,Land,,
"Lot 4 Terrence Bay Road Terence Bay, NS B3T 1X2",0.0,0.0,99900.0,,,0,79310.0,Land,,
"Lot 3 Terrence Bay Road Terence Bay, NS B3T 1X2",0.0,0.0,99900.0,,,0,57747.0,Land,,
"Lot 316 Hideaway Trail Brookside, NS B3T 0M2",44.529247,-63.710228,749900.0,4.0,4.0,0,93776.0,Single Family,,2024.0
"Lot River Road TERENCE BAY, NS B3T 1X3",0.0,0.0,449000.0,,,0,3736141.0,Land,,
"830 W Pennant Rd West Pennant, NS B3V 1M4",44.471008,-63.649071,179000.0,,,0,30492.0,Land,,
"10 Hillside Dr Harrietsfield, NS B3V 1A8",44.571743,-63.636028,239900.0,3.0,2.0,0,,Single Family,,1974.0
"Lot 3 40 Run Lake Lane Harrietsfield, NS B3V 0G2",44.548237,-63.642723,832770.0,3.0,3.0,0,241436.0,Single Family,,
"Lot 2 80 Run Lake Lane Harrietsfield, NS B3V 0G2",44.548237,-63.642723,727770.0,3.0,3.0,0,207529.0,Single Family,,
"9 19 Humbolt Ln Portuguese Cove, NS B3V 1J9",44.519764,-63.532227,1499000.0,,,0,206505.0,Land,,
"100 Ketch Harbour Rd Herring Cove, NS B3V 1J4",44.563534,-63.564236,499900.0,3.0,1.0,0,22499.0,Single Family,,
"99 Wilderness Dr Portuguese Cove, NS B3V 1J8",44.527561,-63.556347,399999.0,2.0,2.0,0,218471.0,Single Family,,
"Lot 10 230 Run Lake Lane Harrietsfield, NS B3V 0G2",44.548237,-63.642723,946020.0,3.0,2.0,0,469520.0,Single Family,Bungalow,
"49 Troutwater Ter Portuguese Cove, NS B3V 0E4",44.51992,-63.578247,840000.0,3.0,2.0,0,175020.0,Single Family,Bungalow,2022.0
"Lot 8 245 Run Lake Lane Harrietsfield, NS B3V 0G2",44.520275,-63.625702,804900.0,3.0,3.0,0,184603.0,Single Family,,
"Lot 13 Old Sambro Road SAMBRO, NS B3V 1G1",0.0,0.0,449900.0,,,0,162914.0,Land,,
"Lot 12 Old Sambro Road SAMBRO, NS B3V 1G1",0.0,0.0,449900.0,,,0,152460.0,Land,,
"20 Atlantic View Dr Sambro Head, NS B3V 1L2",44.483349,-63.584179,199000.0,,,0,19807.0,Land,,
"349 Bullfrog Ln Bear Cove, NS B3V 1J8",44.536732,-63.546917,145000.0,,,0,1524600.0,Land,,
"159 Deerfield Ave Portuguese Cove, NS B3V 1N5",44.527939,-63.549194,139000.0,,,0,128938.0,Land,,
"61 Brans Way Williamswood, NS B3V 1T1",44.539558,-63.649616,1195000.0,3.0,3.0,0,18735.0,Single Family,,2021.0
"1 Faraday Ln FERGUSONS COVE, NS B3V 1S3",0.0,0.0,272500.0,,,0,12537.0,Land,,
"1825 Old Sambro Rd Williamswood, NS B3V 1B7",44.543098,-63.64188,555000.0,3.0,1.0,0,48082.0,Single Family,Bungalow,1955.0
"1935 1941 Old Sambro Rd Williamswood, NS B3V 1B9",44.538307,-63.641106,459000.0,3.0,1.0,0,30000.0,Single Family,Bungalow,1972.0
"12 Dragonfly Ln HERRING COVE, NS B3V 0C6",44.566961,-63.561931,425000.0,,,0,37501.0,Land,,
"55 Saltspray Ln Halibut Bay, NS B3V 0B1",44.545609,-63.549156,499900.0,,,0,77101.0,Land,,
"401 Deerfield Avenue Unit 7 Ave #7 Portuguese Cove, NS B3V 1J8",44.52747,-63.55167,599900.0,3.0,2.0,0,145077.0,Single Family,,
"Lot 30 Troutwater Terrace PORTUGUESE COVE, NS B3V 1N5",0.0,0.0,159000.0,,,0,1087153.0,Land,,
"30 Bobcat Rdg PORTUGUESE COVE, NS B3V 1N5",0.0,0.0,169900.0,,,0,165593.0,Land,,
"1178 Ketch Harbour Rd Ketch Harbour, NS B3V 1K7",44.490471,-63.555351,679900.0,3.0,3.0,0,68411.0,Single Family,,2018.0
"94 Windship Ln DUNCANS COVE, NS B3V 1K4",44.501978,-63.520426,599000.0,,,0,44740.0,Land,,
"Lot Grover Lake Williamswood, NS B3V 1N7",44.510418,-63.615845,125000.0,,,0,3615480.0,Land,,
"185 Fergusons Cove Rd Halifax, NS B3V 1L7",44.601795,-63.556065,2124900.0,4.0,5.0,0,30113.0,Single Family,"4 Level,Contemporary",2013.0
"Lot Bald Rock Road Bald Rock, NS B3V 1K9",0.0,0.0,199900.0,,,0,866844.0,Land,,
"Deerfield Avenue Unit 449 Portuguese Cove, NS B3V 1J8",0.0,0.0,138000.0,,,0,166539.0,Land,,
"26 Haverstock Dr Hammonds Plains, NS B3Z 1P2",44.725788,-63.836002,729900.0,4.0,3.0,0,38951.0,Single Family,Bungalow,2004.0
"13150 Peggys Cove Rd Halifax, NS B3Z 4B2",44.673309,-63.891457,795000.0,2.0,1.0,0,24699.0,Single Family,Bungalow,1971.0
"255 Granite Cove Dr Hubley, NS B3Z 4P1",44.670517,-63.810543,999000.0,3.0,3.0,0,58880.0,Single Family,Bungalow,2006.0
"Lot C-7br Bayview Drive Glen Margaret, NS B3Z 3J9",44.578876,-63.912777,649900.0,4.0,4.0,0,43943.0,Single Family,,
"4433 Prospect Rd Bayside, NS B3Z 1L6",44.531021,-63.803143,565000.0,4.0,2.0,0,12750.0,Single Family,,1984.0
"146 Redmonds Rd Seabright, NS B3Z 3C4",44.596947,-63.925858,1095000.0,2.0,1.0,0,20473.0,Single Family,Bungalow,1988.0
"St Margarets Bay Road St Margaret's Bay, NS B3Z 0V6",0.0,0.0,99900.0,,,0,24690.0,Land,,
"814 Shad Point Pkwy Blind Bay, NS B3Z 4K9",44.502052,-63.818218,679700.0,3.0,2.0,0,131551.0,Single Family,,2006.0
"65 Hubley Mill Lake Rd Upper Tantallon, NS B3Z 1E7",44.695316,-63.86245,749900.0,3.0,2.0,0,7410.0,Single Family,,1972.0
"27 Granite Cove Dr Hubley, NS B3Z 1A1",0.0,0.0,998000.0,4.0,3.0,0,81827.0,Single Family,,2000.0
"81 Viewmount Dr Head Of St. Margarets Bay, NS B3Z 2E9",44.684563,-63.901745,735000.0,4.0,4.0,0,29464.0,Single Family,,1977.0
"123 Westwood Blvd Upper Tantallon, NS B3Z 1H5",44.706455,-63.872421,599900.0,5.0,2.0,0,65636.0,Single Family,,2000.0
"43 Summer Ln Boutiliers Point, NS B3Z 1V3",44.65947,-63.954285,385000.0,2.0,1.0,0,,Single Family,Bungalow,1959.0
"Lot 4 103 Highway HUBLEY, NS B3Z 1A8",44.67645,-63.81484,595000.0,,,0,213235.0,Land,,
"111 Granite Cove Dr Halifax, NS B3Z 1A2",44.66161,-63.813553,1199000.0,3.0,2.0,0,51505.0,Single Family,"Bungalow,Chalet",2002.0
"48 Whynachts Point Rd Tantallon, NS B3Z 2K9",44.666248,-63.897736,1350000.0,3.0,3.0,0,40010.0,Single Family,Contemporary,
"570 Oceanstone Dr Upper Tantallon, NS B3Z 0G4",44.732662,-63.887669,974900.0,5.0,4.0,0,44466.0,Single Family,,2008.0
"83 Wallbrook Lane Unit 1529 Ln #1529 Stillwater Lake, NS B3Z 0B4",44.686119,-63.82774,99900.0,,,0,41325.0,Land,,
"331 Masons Point Rd Head Of St. Margarets Bay, NS B3Z 1Z1",44.666245,-63.912186,1200000.0,5.0,4.0,0,26824.0,Single Family,Bungalow,
"6 Crown Drive Unit 238 Dr #238 Blind Bay, NS B3Z 4C6",44.523186,-63.82198,104900.0,,,0,60304.0,Land,,
"354 Masons Point Rd Mason's Point, NS B3Z 1Z5",44.664928,-63.910625,1050000.0,3.0,2.0,0,59002.0,Single Family,,
"Lot Crouchers Point Road GLEN HAVEN, NS B3Z 2W3",0.0,0.0,1450000.0,,,0,54450.0,Land,,
"Lot 9010 Wyndham Drive|westwood Hills UPPER TANTALLON, NS B3Z 4K6",0.0,0.0,110000.0,,,0,175111.0,Land,,
"19 Franks Way Head Of St. Margarets Bay, NS B3Z 2B7",44.683079,-63.918072,59000.0,,,0,10023.0,Land,,
"61 Buckingham Dr Stillwater Lake, NS B3Z 1G1",44.703728,-63.848095,979000.0,6.0,4.0,0,53378.0,Single Family,,1988.0
"12 Aralia Ln Upper Tantallon, NS B3Z 0P8",44.723286,-63.887615,1100000.0,5.0,4.0,0,118919.0,Single Family,,
"12 Branch Rd Mcgrath's Cove, NS B3Z 4B9",0.0,0.0,560000.0,,,0,243936.0,Land,,
"85 Old Mill Rd Hammonds Plains, NS B3Z 4M3",44.72588,-63.80941,1215000.0,6.0,5.0,0,47602.0,Single Family,,2006.0
"14 Ketch Ct Head Of St. Margarets Bay, NS B3Z 1Z2",44.66486,-63.914131,1178888.0,3.0,2.0,0,34356.0,Single Family,Bungalow,1994.0
"51 Parklyn Ct Upper Tantallon, NS B3Z 1M5",44.712963,-63.864563,899900.0,3.0,4.0,0,56375.0,Single Family,,2001.0
"22 Foxberry Hl Glen Haven, NS B3Z 2W1",44.638947,-63.918159,1395000.0,4.0,4.0,0,52451.0,Single Family,,1992.0
"Ac Tanner Frederick Road Glen Haven, NS B3Z 2S2",44.647457,-63.915646,255000.0,,,0,87120.0,Land,,
"Ab Tanner Frederick Road Glen Haven, NS B3Z 2S2",44.647457,-63.915646,175000.0,,,0,43560.0,Land,,
"51 Lexington Ct Stillwater Lake, NS B3Z 1N2",44.68787,-63.829662,975000.0,4.0,4.0,0,60000.0,Single Family,,1999.0
"307 Westwood Blvd Upper Tantallon, NS B3Z 4J9",44.715149,-63.881077,719900.0,4.0,4.0,0,74675.0,Single Family,,2003.0
"40 Amys Dr Hackett's Cove, NS B3Z 3M3",44.557034,-63.940689,949900.0,3.0,2.0,0,42454.0,Single Family,,2001.0
